epoch:1
train path acc=0.8561256474611139	test path acc=0.6542670460613643	ensemble acc=0.6631016042780749
vote rate for correct=0.877758241023191	vote rate for wrong=0.809623685507773
results			label	correct	vote rate
260.0	2222.0	24.0	5694.0	1.0	0.0	0.694390243902439
594.0	349.0	0.0	7.0	1.0	0.0	0.6252631578947369
419.0	1623.0	0.0	52.0	1.0	1.0	0.7750716332378224
727.0	0.0	0.0	189.0	0.0	1.0	0.7936681222707423
0.0	0.0	0.0	391.0	3.0	1.0	1.0
613.0	0.0	0.0	1565.0	3.0	1.0	0.7185491276400368
584.0	279.0	128.0	484.0	3.0	0.0	0.3959322033898305
10.0	45.0	0.0	83.0	0.0	0.0	0.6014492753623188
765.0	436.0	2.0	86.0	3.0	0.0	0.5934833204034135
108.0	0.0	0.0	0.0	0.0	1.0	1.0
1.0	2.0	0.0	2639.0	3.0	1.0	0.9988644965934897
18.0	1004.0	53.0	128.0	1.0	1.0	0.8345802161263508
1.0	0.0	0.0	855.0	3.0	1.0	0.9988317757009346
2127.0	2036.0	13.0	115.0	0.0	1.0	0.49568865066418083
0.0	18.0	0.0	1.0	0.0	0.0	0.9473684210526315
0.0	18.0	0.0	2.0	1.0	1.0	0.9
30.0	1048.0	32.0	3715.0	3.0	1.0	0.7699481865284974
1.0	252.0	1.0	926.0	0.0	0.0	0.7847457627118644
130.0	1773.0	1.0	3437.0	2.0	0.0	0.6435124508519003
1.0	323.0	0.0	517.0	1.0	0.0	0.6147443519619501
0.0	0.0	0.0	3012.0	3.0	1.0	1.0
232.0	643.0	0.0	116.0	1.0	1.0	0.6488395560040363
77.0	33.0	0.0	239.0	0.0	0.0	0.6848137535816619
319.0	501.0	0.0	1.0	1.0	1.0	0.610231425091352
240.0	58.0	0.0	76.0	0.0	1.0	0.6417112299465241
0.0	58.0	0.0	0.0	0.0	0.0	1.0
362.0	722.0	0.0	157.0	1.0	1.0	0.5817888799355359
15.0	789.0	0.0	534.0	1.0	1.0	0.5896860986547086
0.0	524.0	0.0	0.0	3.0	0.0	1.0
0.0	526.0	0.0	1050.0	3.0	1.0	0.666243654822335
0.0	693.0	0.0	0.0	1.0	1.0	1.0
301.0	0.0	0.0	568.0	3.0	1.0	0.6536248561565017
0.0	360.0	0.0	536.0	0.0	0.0	0.5982142857142857
234.0	571.0	0.0	941.0	0.0	0.0	0.5389461626575028
512.0	942.0	118.0	10.0	1.0	1.0	0.595448798988622
3509.0	641.0	0.0	38.0	0.0	1.0	0.8378701050620821
490.0	0.0	0.0	0.0	0.0	1.0	1.0
320.0	0.0	0.0	66.0	0.0	1.0	0.8290155440414507
115.0	554.0	0.0	6916.0	3.0	1.0	0.9117996044825313
0.0	0.0	0.0	554.0	3.0	1.0	1.0
557.0	3.0	0.0	4528.0	3.0	1.0	0.889937106918239
899.0	1150.0	284.0	11337.0	3.0	1.0	0.8293343087051939
3.0	365.0	0.0	1195.0	3.0	1.0	0.7645553422904671
255.0	220.0	0.0	0.0	1.0	0.0	0.5368421052631579
0.0	1047.0	0.0	1.0	1.0	1.0	0.9990458015267175
278.0	678.0	0.0	0.0	2.0	0.0	0.7092050209205021
518.0	358.0	0.0	16.0	1.0	0.0	0.5807174887892377
286.0	2018.0	400.0	788.0	1.0	1.0	0.5778923253150057
18.0	680.0	0.0	0.0	1.0	1.0	0.9742120343839542
517.0	473.0	1.0	272.0	3.0	0.0	0.4093428345209818
199.0	2326.0	2.0	73.0	1.0	1.0	0.8946153846153846
1537.0	1.0	0.0	3.0	0.0	1.0	0.9974042829331603
0.0	418.0	0.0	3921.0	3.0	1.0	0.9036644388107858
610.0	2.0	0.0	0.0	3.0	0.0	0.9967320261437909
611.0	2.0	0.0	0.0	3.0	0.0	0.9967373572593801
181.0	19.0	0.0	758.0	0.0	0.0	0.791231732776618
1160.0	130.0	16.0	3209.0	3.0	1.0	0.7107419712070875
820.0	15.0	280.0	643.0	0.0	1.0	0.4664391353811149
405.0	2.0	0.0	4.0	0.0	1.0	0.9854014598540146
16.0	293.0	0.0	1666.0	3.0	1.0	0.8435443037974684
900.0	213.0	378.0	668.0	0.0	1.0	0.41685965724872626
319.0	1051.0	0.0	288.0	3.0	0.0	0.6338962605548853
369.0	423.0	0.0	3.0	2.0	0.0	0.5320754716981132
1915.0	1604.0	2.0	1519.0	0.0	1.0	0.37996031746031744
66.0	2739.0	663.0	3348.0	1.0	0.0	0.49119718309859156
0.0	375.0	5.0	0.0	1.0	1.0	0.9868421052631579
0.0	130.0	0.0	926.0	3.0	1.0	0.8768939393939394
0.0	0.0	0.0	846.0	2.0	0.0	1.0
1247.0	1.0	0.0	0.0	0.0	1.0	0.999198717948718
2421.0	2476.0	0.0	54.0	0.0	0.0	0.5001009896990507
2.0	65.0	0.0	1461.0	3.0	1.0	0.956151832460733
1630.0	1123.0	0.0	980.0	0.0	1.0	0.4366461291186713
4.0	1774.0	719.0	6301.0	3.0	1.0	0.7161854967037963
1340.0	0.0	0.0	3.0	0.0	1.0	0.9977661950856291
364.0	1330.0	408.0	714.0	2.0	0.0	0.47230113636363635
705.0	0.0	0.0	0.0	1.0	0.0	1.0
47.0	1.0	55.0	21.0	2.0	1.0	0.4435483870967742
0.0	0.0	0.0	1431.0	3.0	1.0	1.0
0.0	41.0	0.0	1042.0	3.0	1.0	0.9621421975992613
363.0	28.0	0.0	662.0	3.0	1.0	0.6286799620132953
224.0	2.0	0.0	263.0	1.0	0.0	0.5378323108384458
7.0	0.0	0.0	2272.0	2.0	0.0	0.9969284774023695
353.0	266.0	0.0	98.0	0.0	1.0	0.49232914923291493
1538.0	219.0	0.0	608.0	0.0	1.0	0.6503171247357293
0.0	432.0	0.0	0.0	1.0	1.0	1.0
258.0	431.0	0.0	2.0	0.0	0.0	0.6237337192474675
254.0	430.0	0.0	2.0	2.0	0.0	0.6268221574344023
6.0	0.0	0.0	733.0	0.0	0.0	0.9918809201623816
1180.0	104.0	0.0	3.0	0.0	1.0	0.9168609168609169
0.0	438.0	0.0	749.0	3.0	1.0	0.6310025273799494
489.0	26.0	0.0	122.0	1.0	0.0	0.7676609105180534
0.0	438.0	0.0	739.0	1.0	0.0	0.6278674596431606
1.0	0.0	0.0	757.0	3.0	1.0	0.9986807387862797
0.0	0.0	0.0	747.0	3.0	1.0	1.0
0.0	439.0	0.0	0.0	1.0	1.0	1.0
0.0	289.0	0.0	72.0	2.0	0.0	0.8005540166204986
502.0	550.0	0.0	1869.0	1.0	0.0	0.639849366655255
0.0	0.0	0.0	604.0	3.0	1.0	1.0
1605.0	311.0	0.0	4.0	0.0	1.0	0.8359375
6.0	658.0	158.0	1622.0	3.0	1.0	0.6636661211129297
371.0	371.0	162.0	17.0	3.0	0.0	0.4028230184581976
37.0	480.0	89.0	4269.0	3.0	1.0	0.8756923076923077
0.0	435.0	0.0	1.0	2.0	0.0	0.9977064220183486
0.0	894.0	230.0	73.0	1.0	1.0	0.7468671679197995
1842.0	394.0	0.0	0.0	0.0	1.0	0.8237924865831843
4.0	3181.0	0.0	159.0	1.0	1.0	0.951255980861244
0.0	0.0	0.0	779.0	3.0	1.0	1.0
389.0	0.0	0.0	0.0	3.0	0.0	1.0
823.0	1387.0	0.0	0.0	1.0	1.0	0.6276018099547511
422.0	0.0	0.0	0.0	0.0	1.0	1.0
89.0	474.0	0.0	385.0	1.0	1.0	0.5
1496.0	0.0	0.0	73.0	0.0	1.0	0.9534735500318674
0.0	496.0	0.0	350.0	1.0	1.0	0.5862884160756501
1.0	561.0	9.0	510.0	2.0	0.0	0.5189639222941721
0.0	0.0	0.0	816.0	2.0	0.0	1.0
0.0	0.0	0.0	817.0	3.0	1.0	1.0
453.0	499.0	0.0	132.0	0.0	0.0	0.4603321033210332
453.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	1761.0	0.0	15.0	1.0	1.0	0.9915540540540541
0.0	725.0	196.0	187.0	1.0	1.0	0.6543321299638989
0.0	0.0	0.0	835.0	3.0	1.0	1.0
673.0	499.0	243.0	1815.0	2.0	0.0	0.5619195046439629
0.0	4.0	0.0	1064.0	2.0	0.0	0.9962546816479401
5.0	5.0	693.0	5.0	3.0	0.0	0.9788135593220338
277.0	166.0	62.0	1035.0	1.0	0.0	0.672077922077922
0.0	514.0	0.0	0.0	1.0	1.0	1.0
477.0	7.0	0.0	5387.0	3.0	1.0	0.9175608925225686
23.0	46.0	0.0	4706.0	3.0	1.0	0.9855497382198953
216.0	112.0	33.0	0.0	0.0	1.0	0.5983379501385041
373.0	594.0	0.0	0.0	1.0	1.0	0.6142709410548087
536.0	260.0	0.0	423.0	0.0	1.0	0.43970467596390483
143.0	5.0	0.0	117.0	0.0	1.0	0.539622641509434
0.0	0.0	1.0	886.0	3.0	1.0	0.9988726042841037
175.0	361.0	0.0	4.0	0.0	0.0	0.6685185185185185
2058.0	63.0	0.0	3690.0	3.0	1.0	0.6350025813113062
2574.0	2.0	1.0	7010.0	3.0	1.0	0.7311984979659956
15.0	1065.0	0.0	50.0	2.0	0.0	0.9424778761061947
0.0	40.0	0.0	0.0	0.0	0.0	1.0
93.0	181.0	0.0	3157.0	3.0	1.0	0.9201399009035267
0.0	10.0	0.0	1871.0	3.0	1.0	0.9946836788942052
1529.0	31.0	0.0	10.0	0.0	1.0	0.9738853503184713
255.0	1724.0	22.0	759.0	1.0	1.0	0.6246376811594203
24.0	444.0	0.0	1194.0	3.0	1.0	0.7184115523465704
0.0	288.0	0.0	548.0	1.0	0.0	0.6555023923444976
1.0	0.0	0.0	1917.0	3.0	1.0	0.9994786235662148
0.0	5.0	0.0	1886.0	3.0	1.0	0.997355896351137
2147.0	2112.0	0.0	1387.0	0.0	1.0	0.3802692171448813
712.0	0.0	0.0	38.0	0.0	1.0	0.9493333333333334
0.0	0.0	4.0	1029.0	3.0	1.0	0.9961277831558567
1054.0	0.0	0.0	4.0	0.0	1.0	0.996219281663516
0.0	0.0	877.0	1.0	1.0	0.0	0.9988610478359908
2.0	304.0	0.0	1321.0	3.0	1.0	0.8119237861094039
0.0	0.0	0.0	985.0	3.0	1.0	1.0
126.0	315.0	0.0	860.0	0.0	0.0	0.6610299769408148
121.0	178.0	0.0	297.0	3.0	1.0	0.4983221476510067
607.0	630.0	17.0	114.0	1.0	1.0	0.4605263157894737
0.0	538.0	0.0	0.0	1.0	1.0	1.0
6.0	314.0	577.0	1241.0	1.0	0.0	0.5804490177736202
2635.0	981.0	3.0	1403.0	0.0	1.0	0.5246913580246914
0.0	253.0	0.0	1056.0	1.0	0.0	0.8067226890756303
0.0	0.0	0.0	1000.0	3.0	1.0	1.0
545.0	0.0	0.0	0.0	1.0	0.0	1.0
483.0	252.0	4.0	17.0	1.0	0.0	0.6388888888888888
0.0	7.0	1006.0	0.0	0.0	0.0	0.9930898321816387
549.0	677.0	0.0	0.0	2.0	0.0	0.5522022838499184
0.0	0.0	0.0	1062.0	3.0	1.0	1.0
1.0	0.0	1.0	2037.0	3.0	1.0	0.9990191270230505
1261.0	0.0	1.0	1026.0	3.0	0.0	0.5511363636363636
0.0	812.0	0.0	1070.0	3.0	1.0	0.5685441020191286
0.0	0.0	0.0	1027.0	3.0	1.0	1.0
487.0	904.0	0.0	1.0	1.0	1.0	0.6494252873563219
0.0	1176.0	3.0	3.0	3.0	0.0	0.9949238578680203
0.0	0.0	0.0	314.0	1.0	0.0	1.0
416.0	0.0	0.0	5.0	0.0	1.0	0.9881235154394299
1.0	1222.0	37.0	0.0	1.0	1.0	0.9698412698412698
0.0	0.0	0.0	2163.0	3.0	1.0	1.0
0.0	0.0	316.0	0.0	2.0	1.0	1.0
0.0	598.0	0.0	0.0	1.0	1.0	1.0
55.0	32.0	1.0	1.0	0.0	1.0	0.6179775280898876
0.0	0.0	0.0	2103.0	3.0	1.0	1.0
977.0	402.0	202.0	40.0	2.0	0.0	0.6027143738433066
695.0	0.0	0.0	305.0	0.0	1.0	0.695
1.0	536.0	113.0	136.0	2.0	0.0	0.6819338422391857
675.0	777.0	0.0	509.0	0.0	0.0	0.39622641509433965
88.0	858.0	8.0	71.0	0.0	0.0	0.8370731707317073
1307.0	253.0	0.0	0.0	0.0	1.0	0.8378205128205128
577.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	2110.0	3.0	1.0	1.0
572.0	0.0	3.0	0.0	0.0	1.0	0.9947826086956522
1.0	615.0	0.0	0.0	1.0	1.0	0.9983766233766234
2492.0	1681.0	0.0	6.0	0.0	1.0	0.5963149078726968
808.0	621.0	0.0	0.0	0.0	1.0	0.5654303708887334
503.0	25.0	0.0	1064.0	3.0	1.0	0.6683417085427136
0.0	1153.0	0.0	2.0	1.0	1.0	0.9982683982683983
278.0	382.0	0.0	0.0	1.0	1.0	0.5787878787878787
573.0	19.0	0.0	365.0	1.0	0.0	0.5987460815047022
0.0	0.0	0.0	1048.0	3.0	1.0	1.0
0.0	0.0	0.0	1057.0	3.0	1.0	1.0
0.0	0.0	0.0	1068.0	3.0	1.0	1.0
0.0	0.0	0.0	3224.0	3.0	1.0	1.0
6.0	270.0	0.0	3698.0	3.0	1.0	0.9305485656768998
1141.0	0.0	0.0	0.0	1.0	0.0	1.0
12.0	1355.0	134.0	3.0	1.0	1.0	0.9009308510638298
11.0	880.0	0.0	2270.0	3.0	1.0	0.7181271749446377
244.0	188.0	0.0	0.0	1.0	0.0	0.5648148148148148
1.0	0.0	0.0	1085.0	3.0	1.0	0.9990791896869244
0.0	0.0	0.0	1087.0	3.0	1.0	1.0
0.0	0.0	0.0	1091.0	3.0	1.0	1.0
0.0	476.0	0.0	44.0	1.0	1.0	0.9153846153846154
1134.0	517.0	0.0	1.0	0.0	1.0	0.6864406779661016
605.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	1096.0	3.0	1.0	1.0
0.0	0.0	0.0	1098.0	3.0	1.0	1.0
524.0	0.0	0.0	0.0	0.0	1.0	1.0
10.0	338.0	281.0	0.0	1.0	1.0	0.5373608903020668
0.0	0.0	0.0	1106.0	3.0	1.0	1.0
1.0	362.0	0.0	1123.0	1.0	0.0	0.7557200538358008
0.0	0.0	0.0	1110.0	3.0	1.0	1.0
1.0	0.0	0.0	1118.0	3.0	1.0	0.9991063449508489
259.0	11.0	0.0	0.0	3.0	0.0	0.9592592592592593
0.0	0.0	0.0	2240.0	3.0	1.0	1.0
532.0	0.0	0.0	0.0	2.0	0.0	1.0
1163.0	8.0	0.0	1.0	0.0	1.0	0.992320819112628
0.0	369.0	0.0	369.0	1.0	1.0	0.5
0.0	0.0	0.0	1476.0	3.0	1.0	1.0
31.0	752.0	0.0	8.0	1.0	1.0	0.9506953223767383
1.0	1966.0	0.0	1.0	1.0	1.0	0.9989837398373984
2.0	1739.0	264.0	0.0	1.0	1.0	0.8673316708229426
52.0	793.0	0.0	0.0	0.0	0.0	0.9384615384615385
0.0	669.0	0.0	0.0	1.0	1.0	1.0
156.0	38.0	0.0	45.0	1.0	0.0	0.6527196652719666
0.0	335.0	0.0	1135.0	2.0	0.0	0.7721088435374149
1268.0	0.0	0.0	9.0	0.0	1.0	0.9929522317932654
2359.0	0.0	0.0	2.0	0.0	1.0	0.9991529013130029
538.0	3.0	0.0	0.0	0.0	1.0	0.9944547134935305
1.0	0.0	659.0	72.0	3.0	0.0	0.9002732240437158
0.0	0.0	0.0	1173.0	3.0	1.0	1.0
0.0	1057.0	0.0	379.0	1.0	1.0	0.7360724233983287
0.0	256.0	0.0	652.0	3.0	1.0	0.7180616740088106
0.0	22.0	0.0	449.0	2.0	0.0	0.9532908704883227
0.0	20.0	0.0	448.0	2.0	0.0	0.9572649572649573
0.0	364.0	0.0	0.0	0.0	0.0	1.0
641.0	0.0	0.0	0.0	2.0	0.0	1.0
642.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	686.0	0.0	0.0	2.0	0.0	1.0
0.0	3.0	0.0	734.0	3.0	1.0	0.9959294436906377
0.0	3.0	0.0	1091.0	3.0	1.0	0.9972577696526508
459.0	19.0	0.0	35.0	3.0	0.0	0.8947368421052632
0.0	0.0	0.0	1149.0	3.0	1.0	1.0
0.0	74.0	0.0	257.0	2.0	0.0	0.7764350453172205
26.0	1012.0	1.0	0.0	0.0	0.0	0.9740134744947064
0.0	1.0	0.0	663.0	1.0	0.0	0.9984939759036144
0.0	1.0	0.0	670.0	1.0	0.0	0.9985096870342772
0.0	681.0	0.0	0.0	1.0	1.0	1.0
56.0	1584.0	0.0	0.0	2.0	0.0	0.9658536585365853
32.0	325.0	0.0	1155.0	1.0	0.0	0.7638888888888888
1.0	0.0	0.0	1155.0	3.0	1.0	0.9991349480968859
0.0	0.0	0.0	1158.0	3.0	1.0	1.0
568.0	0.0	0.0	0.0	1.0	0.0	1.0
0.0	0.0	0.0	1165.0	2.0	0.0	1.0
23.0	92.0	0.0	119.0	3.0	1.0	0.5085470085470085
0.0	0.0	77.0	1002.0	3.0	1.0	0.9286376274328082
0.0	66.0	0.0	0.0	0.0	0.0	1.0
1.0	0.0	0.0	1168.0	3.0	1.0	0.9991445680068435
17.0	130.0	0.0	4710.0	3.0	1.0	0.9697344039530574
901.0	1.0	0.0	0.0	0.0	1.0	0.9988913525498891
0.0	388.0	123.0	860.0	1.0	0.0	0.6272793581327498
0.0	373.0	0.0	1189.0	3.0	1.0	0.7612035851472471
0.0	10.0	0.0	518.0	1.0	0.0	0.9810606060606061
0.0	0.0	0.0	1197.0	3.0	1.0	1.0
503.0	201.0	0.0	197.0	0.0	1.0	0.55826859045505
0.0	694.0	0.0	0.0	1.0	1.0	1.0
2.0	0.0	35.0	0.0	2.0	1.0	0.9459459459459459
0.0	31.0	0.0	0.0	2.0	0.0	1.0
702.0	0.0	0.0	0.0	0.0	1.0	1.0
670.0	0.0	0.0	0.0	0.0	1.0	1.0
60.0	0.0	0.0	423.0	2.0	0.0	0.8757763975155279
1340.0	0.0	0.0	1.0	0.0	1.0	0.9992542878448919
0.0	0.0	0.0	1204.0	3.0	1.0	1.0
0.0	1175.0	0.0	0.0	0.0	0.0	1.0
592.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	381.0	2.0	0.0	1.0
0.0	383.0	0.0	0.0	1.0	1.0	1.0
651.0	712.0	0.0	0.0	0.0	0.0	0.5223771093176816
714.0	7.0	0.0	4.0	1.0	0.0	0.9848275862068966
714.0	9.0	0.0	2.0	0.0	1.0	0.9848275862068966
387.0	0.0	9.0	0.0	3.0	0.0	0.9772727272727273
1189.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	0.0	5.0	0.0	0.0	1.0
5.0	76.0	2.0	466.0	1.0	0.0	0.848816029143898
0.0	1.0	700.0	0.0	1.0	0.0	0.9985734664764622
6.0	416.0	0.0	1.0	3.0	0.0	0.983451536643026
433.0	146.0	0.0	0.0	0.0	1.0	0.7478411053540587
0.0	1.0	0.0	27.0	3.0	1.0	0.9642857142857143
0.0	0.0	704.0	0.0	2.0	1.0	1.0
700.0	733.0	0.0	0.0	0.0	0.0	0.5115143056524774
0.0	129.0	167.0	0.0	0.0	0.0	0.5641891891891891
1335.0	260.0	0.0	2.0	0.0	1.0	0.8359423919849718
702.0	0.0	0.0	419.0	1.0	0.0	0.6262265834076717
391.0	0.0	0.0	0.0	3.0	0.0	1.0
8.0	302.0	0.0	61.0	1.0	1.0	0.8140161725067385
9.0	315.0	0.0	57.0	0.0	0.0	0.8267716535433071
773.0	470.0	0.0	0.0	0.0	1.0	0.6218825422365245
597.0	2.0	0.0	0.0	0.0	1.0	0.996661101836394
706.0	0.0	0.0	0.0	1.0	0.0	1.0
8.0	363.0	0.0	0.0	3.0	0.0	0.9784366576819407
0.0	0.0	4.0	675.0	1.0	0.0	0.9941089837997055
0.0	215.0	0.0	0.0	0.0	0.0	1.0
710.0	0.0	0.0	0.0	0.0	1.0	1.0
17.0	0.0	0.0	1249.0	3.0	1.0	0.9865718799368088
0.0	0.0	0.0	441.0	3.0	1.0	1.0
1.0	0.0	0.0	0.0	2.0	0.0	1.0
763.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	371.0	0.0	6.0	1.0	1.0	0.9840848806366048
0.0	0.0	0.0	404.0	3.0	1.0	1.0
0.0	720.0	0.0	2.0	1.0	1.0	0.997229916897507
0.0	707.0	0.0	0.0	0.0	0.0	1.0
633.0	17.0	0.0	0.0	0.0	1.0	0.9738461538461538
633.0	16.0	0.0	0.0	0.0	1.0	0.975346687211094
0.0	0.0	0.0	1210.0	3.0	1.0	1.0
0.0	0.0	0.0	34.0	1.0	0.0	1.0
719.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	0.0	37.0	449.0	1.0	0.0	0.9238683127572016
618.0	0.0	0.0	0.0	0.0	1.0	1.0
1.0	0.0	0.0	1211.0	1.0	0.0	0.9991749174917491
0.0	1.0	1212.0	0.0	3.0	0.0	0.9991755976916735
0.0	200.0	0.0	121.0	1.0	1.0	0.6230529595015576
0.0	726.0	0.0	0.0	3.0	0.0	1.0
0.0	0.0	0.0	38.0	2.0	0.0	1.0
43.0	0.0	0.0	0.0	1.0	0.0	1.0
21.0	737.0	0.0	1.0	2.0	0.0	0.9710144927536232
0.0	443.0	0.0	0.0	1.0	1.0	1.0
epoch:6
train path acc=0.9563350427818514	test path acc=0.6229135834490335	ensemble acc=0.6470588235294118
vote rate for correct=0.8535951405459838	vote rate for wrong=nan
results			label	correct	vote rate
13.0	10.0	0.0	3.0	0.0	1.0	0.5
0.0	2.0	2.0	0.0	2.0	0.0	0.5
0.0	0.0	0.0	38.0	3.0	1.0	1.0
12.0	0.0	0.0	28.0	3.0	1.0	0.7
23.0	11.0	0.0	0.0	0.0	1.0	0.6764705882352942
0.0	35.0	50.0	165.0	3.0	1.0	0.66
0.0	14.0	0.0	179.0	3.0	1.0	0.927461139896373
12.0	58.0	0.0	1395.0	3.0	1.0	0.9522184300341296
0.0	0.0	0.0	86.0	3.0	1.0	1.0
86.0	11.0	0.0	1.0	0.0	1.0	0.8775510204081632
3.0	131.0	0.0	264.0	3.0	1.0	0.6633165829145728
0.0	76.0	0.0	12.0	1.0	1.0	0.8636363636363636
0.0	42.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	0.0	91.0	3.0	1.0	1.0
190.0	102.0	0.0	1653.0	3.0	1.0	0.8498714652956298
79.0	82.0	0.0	83.0	0.0	0.0	0.3401639344262295
12.0	180.0	3.0	37.0	1.0	1.0	0.7758620689655172
0.0	0.0	0.0	343.0	2.0	0.0	1.0
284.0	393.0	0.0	1244.0	3.0	1.0	0.6475793857365956
163.0	78.0	0.0	118.0	1.0	0.0	0.45403899721448465
335.0	312.0	0.0	530.0	3.0	1.0	0.45029736618521665
0.0	0.0	0.0	680.0	3.0	1.0	1.0
181.0	2.0	0.0	0.0	0.0	1.0	0.9890710382513661
0.0	41.0	0.0	0.0	1.0	1.0	1.0
0.0	0.0	0.0	35.0	1.0	0.0	1.0
0.0	0.0	0.0	65.0	1.0	0.0	1.0
344.0	70.0	0.0	0.0	0.0	1.0	0.8309178743961353
0.0	199.0	0.0	465.0	3.0	1.0	0.7003012048192772
0.0	147.0	0.0	1.0	1.0	1.0	0.9932432432432432
247.0	0.0	0.0	2211.0	3.0	1.0	0.8995117982099268
12.0	1206.0	150.0	728.0	2.0	0.0	0.575381679389313
88.0	291.0	0.0	0.0	0.0	0.0	0.7678100263852242
0.0	0.0	0.0	166.0	2.0	0.0	1.0
1222.0	721.0	291.0	178.0	0.0	1.0	0.5066334991708126
86.0	1627.0	161.0	323.0	1.0	1.0	0.7405553026854802
0.0	54.0	0.0	1723.0	3.0	1.0	0.9696117051209905
508.0	1232.0	87.0	3806.0	3.0	1.0	0.675661281732647
0.0	397.0	37.0	990.0	3.0	1.0	0.6952247191011236
284.0	1526.0	90.0	288.0	1.0	1.0	0.6974405850091407
170.0	146.0	0.0	0.0	0.0	1.0	0.5379746835443038
0.0	3.0	0.0	2258.0	0.0	0.0	0.9986731534719151
0.0	0.0	0.0	384.0	3.0	1.0	1.0
267.0	2240.0	17.0	5638.0	1.0	0.0	0.6907620681205587
596.0	382.0	0.0	6.0	1.0	0.0	0.6056910569105691
425.0	1626.0	0.0	48.0	1.0	1.0	0.7746545974273463
727.0	0.0	0.0	190.0	0.0	1.0	0.7928026172300982
0.0	0.0	0.0	391.0	3.0	1.0	1.0
619.0	0.0	0.0	1577.0	3.0	1.0	0.7181238615664846
490.0	270.0	128.0	505.0	3.0	1.0	0.36252692031586503
10.0	45.0	0.0	83.0	0.0	0.0	0.6014492753623188
807.0	398.0	0.0	86.0	3.0	0.0	0.6250968241673122
108.0	0.0	0.0	0.0	0.0	1.0	1.0
0.0	3.0	0.0	2632.0	3.0	1.0	0.9988614800759014
16.0	1003.0	20.0	207.0	1.0	1.0	0.804975922953451
1.0	0.0	0.0	855.0	3.0	1.0	0.9988317757009346
2125.0	2025.0	13.0	116.0	0.0	1.0	0.49661135779387705
0.0	18.0	0.0	1.0	0.0	0.0	0.9473684210526315
0.0	18.0	0.0	2.0	1.0	1.0	0.9
19.0	1003.0	45.0	3730.0	3.0	1.0	0.77756931415468
0.0	258.0	0.0	924.0	0.0	0.0	0.7817258883248731
128.0	1751.0	2.0	3440.0	2.0	0.0	0.6464950197331328
1.0	333.0	0.0	433.0	1.0	0.0	0.5645371577574967
0.0	0.0	0.0	3013.0	3.0	1.0	1.0
232.0	645.0	0.0	115.0	1.0	1.0	0.6502016129032258
87.0	16.0	0.0	236.0	0.0	0.0	0.696165191740413
325.0	498.0	0.0	3.0	1.0	1.0	0.6029055690072639
241.0	56.0	0.0	82.0	0.0	1.0	0.6358839050131926
0.0	59.0	0.0	0.0	0.0	0.0	1.0
345.0	722.0	0.0	174.0	1.0	1.0	0.5817888799355359
21.0	797.0	0.0	536.0	1.0	1.0	0.5886262924667651
0.0	527.0	0.0	0.0	3.0	0.0	1.0
0.0	525.0	0.0	1050.0	3.0	1.0	0.6666666666666666
0.0	691.0	0.0	0.0	1.0	1.0	1.0
226.0	0.0	0.0	577.0	3.0	1.0	0.7185554171855542
0.0	363.0	0.0	536.0	0.0	0.0	0.5962180200222469
234.0	569.0	0.0	941.0	0.0	0.0	0.5395642201834863
515.0	943.0	145.0	8.0	1.0	1.0	0.585350713842334
3502.0	670.0	0.0	35.0	0.0	1.0	0.8324221535536012
490.0	0.0	0.0	0.0	0.0	1.0	1.0
320.0	1.0	0.0	66.0	0.0	1.0	0.8268733850129198
32.0	503.0	0.0	6982.0	3.0	1.0	0.9288279898895836
0.0	0.0	0.0	554.0	3.0	1.0	1.0
557.0	2.0	0.0	4528.0	3.0	1.0	0.8901120503243563
893.0	1127.0	331.0	11348.0	3.0	1.0	0.8283816336958902
13.0	338.0	0.0	1206.0	3.0	1.0	0.7745664739884393
257.0	226.0	0.0	0.0	1.0	0.0	0.5320910973084886
0.0	1048.0	0.0	1.0	1.0	1.0	0.9990467111534795
279.0	685.0	0.0	0.0	2.0	0.0	0.7105809128630706
520.0	359.0	0.0	17.0	1.0	0.0	0.5803571428571429
287.0	2001.0	394.0	829.0	1.0	1.0	0.5699230988322416
40.0	659.0	0.0	0.0	1.0	1.0	0.9427753934191703
505.0	473.0	1.0	276.0	3.0	0.0	0.40239043824701193
202.0	2330.0	0.0	107.0	1.0	1.0	0.8829101932550208
1536.0	1.0	0.0	3.0	0.0	1.0	0.9974025974025974
0.0	311.0	0.0	3974.0	3.0	1.0	0.9274212368728121
610.0	1.0	0.0	0.0	3.0	0.0	0.9983633387888707
610.0	1.0	0.0	0.0	3.0	0.0	0.9983633387888707
155.0	41.0	0.0	758.0	0.0	0.0	0.7945492662473794
1221.0	145.0	14.0	3159.0	3.0	1.0	0.6959682749504296
836.0	32.0	192.0	590.0	0.0	1.0	0.5066666666666667
